time(d),H296,H082,H080,H341,Cs2145,Cs2976,Cs2980,Cs3090,Cs3091,Cs3102
98.083 ,11616.493 ,322.637 ,-280.740 ,29103.073 ,-426.034 ,3184.996 ,-805.005 ,1098.622 ,-113.550 ,-753.370 
98.125 ,11621.413 ,322.846 ,-280.824 ,29115.961 ,-425.993 ,3187.006 ,-805.013 ,1098.383 ,-113.959 ,-752.735 
98.167 ,11626.386 ,323.025 ,-280.954 ,29128.890 ,-426.015 ,3188.620 ,-805.363 ,1098.418 ,-114.618 ,-752.857 
98.208 ,11631.320 ,323.199 ,-281.055 ,29141.805 ,-425.920 ,3190.961 ,-806.025 ,1099.066 ,-115.193 ,-754.026 
98.250 ,11636.246 ,323.391 ,-281.182 ,29154.755 ,-425.263 ,3192.280 ,-806.651 ,1099.652 ,-115.299 ,-754.612 
98.292 ,11641.181 ,323.595 ,-281.264 ,29167.592 ,-425.771 ,3193.433 ,-807.636 ,1099.427 ,-114.746 ,-754.539 
98.333 ,11646.180 ,323.779 ,-281.315 ,29180.558 ,-426.576 ,3194.721 ,-807.560 ,1099.172 ,-115.118 ,-753.760 
98.375 ,11651.142 ,323.909 ,-281.396 ,29193.454 ,-427.941 ,3196.463 ,-808.119 ,1099.774 ,-115.275 ,-754.061 
98.417 ,11656.024 ,324.129 ,-281.519 ,29206.405 ,-427.957 ,3197.016 ,-808.954 ,1100.737 ,-115.617 ,-754.495 
98.458 ,11661.054 ,324.311 ,-281.714 ,29219.322 ,-428.592 ,3198.296 ,-808.732 ,1101.565 ,-115.722 ,-754.528 
98.500 ,11665.991 ,324.484 ,-281.822 ,29232.229 ,-427.504 ,3198.956 ,-808.838 ,1102.463 ,-116.024 ,-755.548 
98.542 ,11670.852 ,324.666 ,-281.955 ,29245.139 ,-427.255 ,3199.395 ,-809.198 ,1102.737 ,-116.078 ,-755.016 
98.583 ,11675.789 ,324.843 ,-282.096 ,29258.051 ,-426.205 ,3201.183 ,-808.927 ,1103.013 ,-116.810 ,-756.294 
98.625 ,11680.721 ,325.024 ,-282.121 ,29270.936 ,-426.663 ,3202.702 ,-809.169 ,1103.390 ,-116.813 ,-755.580 
98.667 ,11685.617 ,325.206 ,-282.332 ,29283.868 ,-426.964 ,3202.965 ,-809.613 ,1104.063 ,-116.919 ,-756.467 
98.708 ,11690.616 ,325.404 ,-282.430 ,29296.804 ,-426.715 ,3205.314 ,-809.359 ,1104.351 ,-117.681 ,-756.983 
98.750 ,11695.575 ,325.586 ,-282.536 ,29309.725 ,-426.370 ,3206.646 ,-809.706 ,1105.224 ,-118.270 ,-757.099 
98.792 ,11700.463 ,325.770 ,-282.623 ,29322.662 ,-425.763 ,3207.628 ,-810.739 ,1106.190 ,-117.798 ,-758.005 
98.833 ,11705.449 ,325.952 ,-282.739 ,29335.525 ,-425.982 ,3208.396 ,-810.449 ,1106.830 ,-117.925 ,-758.027 
98.875 ,11710.359 ,326.153 ,-282.853 ,29348.505 ,-426.598 ,3210.015 ,-812.134 ,1107.042 ,-117.906 ,-758.317 
98.917 ,11715.272 ,326.362 ,-282.978 ,29361.418 ,-427.135 ,3211.293 ,-812.606 ,1106.844 ,-117.944 ,-758.952 
98.958 ,11720.233 ,326.560 ,-283.108 ,29374.392 ,-426.793 ,3211.819 ,-812.378 ,1107.403 ,-118.677 ,-759.457 
99.000 ,11725.149 ,326.763 ,-283.195 ,29387.278 ,-426.850 ,3213.392 ,-812.234 ,1107.815 ,-118.161 ,-759.788 
99.042 ,11730.089 ,326.945 ,-283.352 ,29400.190 ,-427.124 ,3215.034 ,-812.844 ,1108.781 ,-118.134 ,-760.181 
99.083 ,11735.047 ,327.121 ,-283.534 ,29413.091 ,-427.548 ,3217.678 ,-813.449 ,1109.133 ,-117.936 ,-760.658 
99.125 ,11740.017 ,327.303 ,-283.629 ,29426.042 ,-427.349 ,3218.405 ,-813.829 ,1110.129 ,-117.825 ,-760.233 
99.167 ,11744.845 ,327.496 ,-283.732 ,29438.968 ,-428.272 ,3219.927 ,-813.851 ,1111.434 ,-118.601 ,-761.234 
99.208 ,11749.834 ,327.685 ,-283.873 ,29451.888 ,-427.865 ,3221.145 ,-813.495 ,1111.390 ,-118.910 ,-761.670 
99.250 ,11754.771 ,327.889 ,-284.017 ,29464.811 ,-428.247 ,3223.128 ,-813.948 ,1112.635 ,-119.100 ,-761.969 
99.292 ,11759.689 ,328.071 ,-284.036 ,29477.677 ,-428.256 ,3224.010 ,-815.796 ,1113.433 ,-118.413 ,-762.400 
99.333 ,11764.653 ,328.260 ,-284.172 ,29490.582 ,-428.421 ,3225.195 ,-816.379 ,1113.463 ,-118.354 ,-762.769 
99.375 ,11769.582 ,328.450 ,-284.283 ,29503.532 ,-428.519 ,3226.101 ,-817.377 ,1113.946 ,-118.120 ,-762.981 
99.417 ,11774.495 ,328.616 ,-284.367 ,29516.433 ,-427.971 ,3227.298 ,-817.743 ,1114.279 ,-118.186 ,-763.081 
99.458 ,11779.522 ,328.784 ,-284.527 ,29529.411 ,-428.063 ,3228.247 ,-818.582 ,1115.402 ,-118.017 ,-763.067 
99.500 ,11784.475 ,328.971 ,-284.595 ,29542.296 ,-428.443 ,3228.996 ,-818.997 ,1114.957 ,-118.245 ,-763.916 
99.542 ,11789.312 ,329.180 ,-284.809 ,29555.235 ,-429.376 ,3231.269 ,-820.296 ,1115.052 ,-118.495 ,-764.185 
99.583 ,11794.300 ,329.370 ,-284.866 ,29568.075 ,-428.839 ,3231.868 ,-820.160 ,1115.901 ,-118.671 ,-764.120 
99.625 ,11799.248 ,329.571 ,-284.983 ,29581.000 ,-429.259 ,3233.683 ,-821.034 ,1115.741 ,-119.420 ,-764.296 
99.667 ,11804.193 ,329.747 ,-285.075 ,29593.943 ,-429.902 ,3235.229 ,-821.465 ,1116.200 ,-118.590 ,-764.912 
99.708 ,11809.106 ,329.923 ,-285.230 ,29606.833 ,-429.503 ,3237.356 ,-822.355 ,1117.526 ,-118.229 ,-764.947 
99.750 ,11813.994 ,330.100 ,-285.333 ,29619.778 ,-429.631 ,3239.366 ,-822.906 ,1118.742 ,-118.196 ,-764.624 
99.792 ,11818.912 ,330.298 ,-285.362 ,29632.734 ,-430.241 ,3239.594 ,-822.531 ,1119.292 ,-118.118 ,-765.487 
99.833 ,11823.885 ,330.490 ,-285.533 ,29645.586 ,-431.296 ,3241.230 ,-823.095 ,1119.064 ,-118.541 ,-766.607 
99.875 ,11828.865 ,330.661 ,-285.661 ,29658.580 ,-431.872 ,3241.544 ,-822.805 ,1119.284 ,-118.145 ,-766.664 
99.917 ,11833.710 ,330.840 ,-285.802 ,29671.430 ,-432.116 ,3242.513 ,-823.624 ,1119.205 ,-118.137 ,-766.453 
99.958 ,11838.720 ,331.055 ,-285.927 ,29684.399 ,-433.212 ,3243.628 ,-823.511 ,1119.846 ,-118.639 ,-767.036 
100.000 ,11843.684 ,331.277 ,-286.062 ,29697.333 ,-433.079 ,3245.717 ,-823.144 ,1120.516 ,-119.444 ,-768.273 
100.042 ,11848.611 ,331.480 ,-286.220 ,29710.281 ,-432.742 ,3245.961 ,-824.235 ,1120.689 ,-119.946 ,-768.878 
100.083 ,11853.531 ,331.657 ,-286.366 ,29723.147 ,-432.219 ,3247.824 ,-825.222 ,1121.563 ,-120.432 ,-769.640 
100.125 ,11858.509 ,331.839 ,-286.466 ,29736.084 ,-432.452 ,3248.709 ,-826.039 ,1122.027 ,-120.936 ,-768.867 
100.167 ,11863.416 ,332.039 ,-286.575 ,29749.080 ,-431.581 ,3250.108 ,-826.999 ,1122.661 ,-120.627 ,-768.655 
100.208 ,11868.432 ,332.205 ,-286.681 ,29761.998 ,-432.051 ,3250.567 ,-827.704 ,1123.611 ,-120.860 ,-769.385 
100.250 ,11873.372 ,332.384 ,-286.795 ,29774.940 ,-431.543 ,3251.972 ,-828.594 ,1123.689 ,-120.904 ,-769.388 
100.292 ,11878.203 ,332.568 ,-286.903 ,29787.828 ,-432.124 ,3252.699 ,-829.245 ,1123.635 ,-121.761 ,-769.103 
100.333 ,11883.189 ,332.723 ,-286.979 ,29800.735 ,-432.297 ,3254.446 ,-829.834 ,1123.858 ,-121.544 ,-769.306 
100.375 ,11888.126 ,332.918 ,-287.128 ,29813.721 ,-433.087 ,3256.071 ,-830.444 ,1123.920 ,-121.674 ,-769.480 
100.417 ,11893.063 ,333.113 ,-287.275 ,29826.641 ,-433.057 ,3257.167 ,-831.231 ,1123.760 ,-121.896 ,-769.778 
100.458 ,11897.998 ,333.303 ,-287.443 ,29839.564 ,-433.537 ,3258.274 ,-831.160 ,1124.538 ,-121.669 ,-770.229 
100.500 ,11902.910 ,333.477 ,-287.508 ,29852.496 ,-433.998 ,3260.354 ,-832.183 ,1125.447 ,-121.438 ,-770.934 
100.542 ,11907.855 ,333.675 ,-287.687 ,29865.508 ,-432.862 ,3261.518 ,-831.692 ,1125.694 ,-121.113 ,-771.089 
100.583 ,11912.790 ,333.843 ,-287.809 ,29878.369 ,-433.738 ,3262.473 ,-831.657 ,1125.607 ,-122.095 ,-770.915 
100.625 ,11917.759 ,334.044 ,-287.926 ,29891.349 ,-433.627 ,3264.426 ,-831.833 ,1125.906 ,-122.349 ,-770.373 
100.667 ,11922.610 ,334.245 ,-288.043 ,29904.310 ,-433.464 ,3265.714 ,-832.099 ,1126.193 ,-122.710 ,-771.585 
100.708 ,11927.606 ,334.429 ,-288.102 ,29917.225 ,-434.362 ,3267.236 ,-832.704 ,1127.083 ,-122.499 ,-772.621 
100.750 ,11932.533 ,334.619 ,-288.189 ,29930.197 ,-434.668 ,3268.506 ,-832.891 ,1127.693 ,-122.477 ,-772.863 
100.792 ,11937.453 ,334.833 ,-288.346 ,29943.104 ,-434.093 ,3268.717 ,-833.786 ,1128.087 ,-121.837 ,-773.196 
100.833 ,11942.382 ,335.031 ,-288.460 ,29956.033 ,-433.990 ,3269.447 ,-834.106 ,1128.933 ,-121.753 ,-773.869 
100.875 ,11947.306 ,335.151 ,-288.585 ,29968.953 ,-434.481 ,3269.892 ,-834.497 ,1129.231 ,-122.344 ,-774.368 
100.917 ,11952.216 ,335.354 ,-288.631 ,29981.898 ,-435.094 ,3271.387 ,-835.799 ,1129.386 ,-121.853 ,-775.272 
100.958 ,11957.223 ,335.525 ,-288.827 ,29994.878 ,-436.141 ,3272.420 ,-834.950 ,1131.046 ,-122.241 ,-775.630 
101.000 ,11962.177 ,335.718 ,-288.930 ,30007.818 ,-437.750 ,3273.720 ,-834.939 ,1131.762 ,-122.016 ,-776.452 
101.042 ,11967.027 ,335.886 ,-289.114 ,30020.765 ,-437.633 ,3275.841 ,-835.316 ,1131.960 ,-121.902 ,-777.379 
101.083 ,11972.016 ,336.065 ,-289.193 ,30033.643 ,-437.782 ,3276.402 ,-835.975 ,1132.739 ,-122.911 ,-777.249 
101.125 ,11976.936 ,336.233 ,-289.296 ,30046.549 ,-438.160 ,3277.821 ,-835.932 ,1132.820 ,-124.067 ,-777.249 
101.167 ,11981.871 ,336.417 ,-289.407 ,30059.532 ,-438.558 ,3279.606 ,-836.149 ,1132.861 ,-123.847 ,-777.591 
101.208 ,11986.843 ,336.626 ,-289.526 ,30072.453 ,-438.824 ,3281.798 ,-836.681 ,1133.420 ,-123.692 ,-777.195 
101.250 ,11991.767 ,336.795 ,-289.638 ,30085.403 ,-439.744 ,3282.731 ,-837.041 ,1133.984 ,-123.155 ,-777.567 
101.292 ,11996.706 ,336.993 ,-289.773 ,30098.269 ,-439.700 ,3284.407 ,-837.557 ,1133.984 ,-123.209 ,-777.832 
101.333 ,12001.665 ,337.177 ,-289.893 ,30111.233 ,-439.714 ,3286.027 ,-837.456 ,1134.418 ,-123.934 ,-777.678 
101.375 ,12006.656 ,337.380 ,-290.026 ,30124.118 ,-439.562 ,3286.382 ,-837.682 ,1134.895 ,-124.219 ,-777.705 
101.417 ,12011.480 ,337.598 ,-290.158 ,30137.126 ,-439.779 ,3287.787 ,-837.285 ,1134.782 ,-124.229 ,-777.322 
101.458 ,12016.509 ,337.790 ,-290.321 ,30150.057 ,-440.140 ,3288.989 ,-837.690 ,1135.324 ,-124.612 ,-777.873 
101.500 ,12021.403 ,337.983 ,-290.446 ,30163.026 ,-439.668 ,3290.061 ,-837.964 ,1135.956 ,-124.525 ,-777.865 
101.542 ,12026.334 ,338.170 ,-290.549 ,30175.963 ,-440.056 ,3290.687 ,-838.400 ,1136.507 ,-123.996 ,-778.250 
101.583 ,12031.304 ,338.384 ,-290.649 ,30188.911 ,-440.666 ,3291.536 ,-838.720 ,1137.226 ,-124.064 ,-778.182 
101.625 ,12036.219 ,338.558 ,-290.790 ,30201.812 ,-440.829 ,3293.544 ,-839.410 ,1137.904 ,-123.939 ,-777.830 
101.667 ,12041.148 ,338.748 ,-290.899 ,30214.803 ,-440.794 ,3295.049 ,-839.721 ,1137.885 ,-124.270 ,-777.499 
101.708 ,12046.148 ,338.938 ,-290.989 ,30227.740 ,-441.841 ,3295.402 ,-840.082 ,1138.381 ,-124.471 ,-777.927 
101.750 ,12051.085 ,339.138 ,-291.081 ,30240.742 ,-441.694 ,3295.377 ,-840.335 ,1138.832 ,-124.577 ,-778.654 
101.792 ,12055.962 ,339.325 ,-291.173 ,30253.716 ,-441.556 ,3296.566 ,-840.986 ,1139.214 ,-125.021 ,-779.455 
101.833 ,12060.934 ,339.515 ,-291.311 ,30266.656 ,-441.241 ,3298.939 ,-840.834 ,1140.096 ,-124.848 ,-778.855 
101.875 ,12065.817 ,339.697 ,-291.425 ,30279.552 ,-441.542 ,3300.580 ,-840.958 ,1140.782 ,-124.257 ,-778.942 
101.917 ,12070.751 ,339.887 ,-291.488 ,30292.510 ,-441.415 ,3301.145 ,-841.344 ,1140.985 ,-124.091 ,-778.823 
101.958 ,12075.716 ,340.093 ,-291.626 ,30305.469 ,-440.997 ,3302.826 ,-841.821 ,1141.238 ,-124.899 ,-778.302 
102.000 ,12080.650 ,340.294 ,-291.816 ,30318.430 ,-441.149 ,3304.435 ,-840.617 ,1141.683 ,-125.059 ,-778.646 
102.042 ,12085.565 ,340.489 ,-291.922 ,30331.329 ,-442.592 ,3304.926 ,-840.798 ,1141.759 ,-125.607 ,-778.863 
102.083 ,12090.513 ,340.712 ,-292.011 ,30344.252 ,-442.771 ,3305.531 ,-841.837 ,1142.269 ,-125.035 ,-779.037 
102.125 ,12095.510 ,340.891 ,-292.150 ,30357.134 ,-442.953 ,3306.746 ,-842.936 ,1142.974 ,-124.997 ,-779.360 
102.167 ,12100.371 ,341.091 ,-292.209 ,30370.199 ,-443.143 ,3309.152 ,-842.990 ,1143.367 ,-125.073 ,-779.644 
102.208 ,12105.395 ,341.289 ,-292.301 ,30383.122 ,-442.899 ,3310.094 ,-843.677 ,1143.628 ,-125.238 ,-780.157 
102.250 ,12110.310 ,341.477 ,-292.391 ,30396.129 ,-443.257 ,3312.079 ,-844.268 ,1143.997 ,-124.718 ,-780.282 
102.292 ,12115.212 ,341.696 ,-292.513 ,30409.063 ,-443.558 ,3313.634 ,-845.782 ,1144.110 ,-124.585 ,-781.419 
102.333 ,12120.166 ,341.856 ,-292.651 ,30422.008 ,-443.338 ,3314.244 ,-845.898 ,1144.658 ,-124.308 ,-781.725 
102.375 ,12125.119 ,342.063 ,-292.746 ,30434.964 ,-442.918 ,3317.453 ,-846.750 ,1145.223 ,-124.555 ,-781.931 
102.417 ,12130.042 ,342.277 ,-292.890 ,30447.968 ,-442.172 ,3319.623 ,-848.649 ,1145.735 ,-124.471 ,-782.135 
102.458 ,12135.045 ,342.461 ,-293.001 ,30460.946 ,-441.219 ,3320.559 ,-849.381 ,1146.560 ,-124.115 ,-782.656 
102.500 ,12140.039 ,342.651 ,-293.142 ,30473.920 ,-441.209 ,3322.249 ,-849.460 ,1146.763 ,-124.324 ,-783.220 
102.542 ,12144.897 ,342.844 ,-293.240 ,30486.860 ,-442.191 ,3323.709 ,-850.084 ,1147.189 ,-124.916 ,-783.477 
102.583 ,12149.867 ,343.004 ,-293.335 ,30499.769 ,-441.719 ,3326.359 ,-850.304 ,1147.659 ,-125.366 ,-783.735 
102.625 ,12154.815 ,343.205 ,-293.462 ,30512.655 ,-441.130 ,3328.228 ,-851.451 ,1148.255 ,-125.860 ,-784.712 
102.667 ,12159.773 ,343.405 ,-293.568 ,30525.686 ,-441.702 ,3330.290 ,-851.318 ,1148.410 ,-125.751 ,-784.988 
102.708 ,12164.727 ,343.590 ,-293.693 ,30538.680 ,-442.220 ,3332.061 ,-852.192 ,1148.551 ,-125.472 ,-785.281 
102.750 ,12169.609 ,343.793 ,-293.734 ,30551.685 ,-442.158 ,3333.778 ,-852.409 ,1148.131 ,-125.328 ,-785.344 
102.792 ,12174.514 ,343.953 ,-293.867 ,30564.594 ,-442.234 ,3335.183 ,-852.916 ,1149.408 ,-125.540 ,-786.296 
102.833 ,12179.500 ,344.181 ,-293.986 ,30577.563 ,-441.784 ,3335.549 ,-853.651 ,1149.812 ,-125.260 ,-786.472 
102.875 ,12184.459 ,344.387 ,-294.076 ,30590.459 ,-442.025 ,3336.654 ,-853.103 ,1150.070 ,-124.894 ,-786.955 
102.917 ,12189.312 ,344.553 ,-294.279 ,30603.456 ,-442.901 ,3337.839 ,-853.358 ,1150.100 ,-125.236 ,-787.137 
102.958 ,12194.308 ,344.751 ,-294.358 ,30616.374 ,-443.525 ,3338.894 ,-853.846 ,1150.732 ,-125.453 ,-787.359 
103.000 ,12199.262 ,344.957 ,-294.491 ,30629.354 ,-442.790 ,3341.116 ,-853.968 ,1150.998 ,-125.190 ,-787.848 
103.042 ,12204.180 ,345.136 ,-294.640 ,30642.320 ,-443.503 ,3342.296 ,-853.789 ,1151.207 ,-124.200 ,-787.837 
103.083 ,12209.160 ,345.334 ,-294.724 ,30655.233 ,-444.087 ,3343.102 ,-853.277 ,1151.663 ,-124.021 ,-788.168 
103.125 ,12214.059 ,345.510 ,-294.800 ,30668.131 ,-444.111 ,3344.976 ,-854.421 ,1151.852 ,-123.722 ,-788.501 
103.167 ,12218.986 ,345.695 ,-294.944 ,30681.166 ,-444.762 ,3346.094 ,-855.577 ,1152.718 ,-123.226 ,-788.461 
103.208 ,12223.977 ,345.906 ,-294.998 ,30694.135 ,-444.556 ,3348.204 ,-856.304 ,1152.555 ,-123.169 ,-788.472 
103.250 ,12228.936 ,346.115 ,-295.150 ,30707.123 ,-445.527 ,3350.678 ,-856.307 ,1152.927 ,-123.785 ,-788.751 
103.292 ,12233.805 ,346.275 ,-295.266 ,30720.049 ,-445.478 ,3352.322 ,-856.225 ,1153.995 ,-123.554 ,-789.437 
103.333 ,12238.766 ,346.468 ,-295.405 ,30733.076 ,-445.541 ,3353.117 ,-856.868 ,1154.202 ,-123.597 ,-789.947 
103.375 ,12243.717 ,346.666 ,-295.483 ,30745.974 ,-446.067 ,3355.032 ,-857.197 ,1154.996 ,-123.793 ,-790.427 
103.417 ,12248.635 ,346.837 ,-295.586 ,30758.992 ,-445.877 ,3356.556 ,-856.727 ,1155.444 ,-123.171 ,-790.012 
103.458 ,12253.591 ,347.035 ,-295.768 ,30771.978 ,-445.633 ,3357.660 ,-856.168 ,1155.843 ,-123.275 ,-789.966 
103.500 ,12258.523 ,347.198 ,-295.893 ,30784.974 ,-445.793 ,3359.416 ,-856.833 ,1156.252 ,-123.730 ,-790.275 
103.542 ,12263.373 ,347.371 ,-296.102 ,30797.854 ,-445.750 ,3361.220 ,-857.004 ,1156.507 ,-123.562 ,-790.126 
103.583 ,12268.375 ,347.583 ,-296.202 ,30810.821 ,-445.939 ,3362.147 ,-857.102 ,1156.977 ,-123.049 ,-790.880 
103.625 ,12273.361 ,347.762 ,-296.292 ,30823.749 ,-446.772 ,3363.140 ,-857.622 ,1157.704 ,-122.689 ,-791.575 
103.667 ,12278.195 ,347.944 ,-296.414 ,30836.776 ,-447.808 ,3363.794 ,-857.888 ,1158.292 ,-122.876 ,-792.302 
103.708 ,12283.195 ,348.136 ,-296.517 ,30849.764 ,-448.104 ,3364.632 ,-857.267 ,1157.899 ,-122.781 ,-792.334 
103.750 ,12288.110 ,348.329 ,-296.623 ,30862.725 ,-449.097 ,3366.764 ,-858.040 ,1158.032 ,-122.892 ,-792.272 
103.792 ,12293.009 ,348.540 ,-296.742 ,30875.684 ,-449.474 ,3368.747 ,-858.227 ,1159.524 ,-123.850 ,-793.316 
103.833 ,12297.973 ,348.771 ,-296.845 ,30888.658 ,-449.645 ,3369.409 ,-859.104 ,1160.370 ,-123.356 ,-794.542 
103.875 ,12302.853 ,348.966 ,-296.981 ,30901.611 ,-449.187 ,3370.483 ,-858.735 ,1162.109 ,-122.773 ,-795.801 
103.917 ,12307.777 ,349.170 ,-297.149 ,30914.548 ,-450.041 ,3372.374 ,-859.448 ,1161.746 ,-122.331 ,-797.092 
103.958 ,12312.776 ,349.346 ,-297.268 ,30927.574 ,-449.349 ,3373.266 ,-859.920 ,1162.706 ,-121.783 ,-797.133 
104.000 ,12317.702 ,349.522 ,-297.385 ,30940.514 ,-451.072 ,3374.908 ,-860.848 ,1162.736 ,-121.701 ,-796.748 
104.042 ,12322.547 ,349.723 ,-297.502 ,30953.497 ,-451.066 ,3376.755 ,-862.134 ,1162.923 ,-121.861 ,-796.398 
104.083 ,12327.547 ,349.913 ,-297.605 ,30966.455 ,-451.506 ,3376.701 ,-862.386 ,1164.000 ,-121.300 ,-796.648 
104.125 ,12332.497 ,350.130 ,-297.700 ,30979.384 ,-451.907 ,3378.442 ,-863.213 ,1164.594 ,-120.966 ,-796.270 
104.167 ,12337.426 ,350.315 ,-297.819 ,30992.451 ,-451.528 ,3379.869 ,-863.506 ,1164.485 ,-120.578 ,-797.092 
104.208 ,12342.369 ,350.499 ,-297.903 ,31005.439 ,-451.389 ,3381.491 ,-863.718 ,1164.843 ,-120.103 ,-796.789 
104.250 ,12347.306 ,350.678 ,-297.976 ,31018.441 ,-452.293 ,3382.023 ,-865.039 ,1165.527 ,-119.591 ,-797.274 
104.292 ,12352.256 ,350.871 ,-298.115 ,31031.372 ,-453.616 ,3383.675 ,-864.892 ,1165.196 ,-119.794 ,-797.044 
104.333 ,12357.175 ,351.071 ,-298.226 ,31044.393 ,-453.532 ,3384.402 ,-865.568 ,1166.173 ,-120.470 ,-797.299 
104.375 ,12362.166 ,351.259 ,-298.391 ,31057.319 ,-453.150 ,3386.106 ,-866.577 ,1166.704 ,-121.064 ,-798.042 
104.417 ,12366.994 ,351.457 ,-298.484 ,31070.302 ,-453.410 ,3386.922 ,-866.262 ,1166.520 ,-120.497 ,-798.316 
104.458 ,12372.024 ,351.649 ,-298.676 ,31083.298 ,-453.882 ,3388.243 ,-867.396 ,1167.366 ,-120.451 ,-799.162 
104.500 ,12376.907 ,351.847 ,-298.779 ,31096.289 ,-454.783 ,3389.008 ,-868.025 ,1167.228 ,-119.477 ,-799.265 
104.542 ,12381.833 ,352.026 ,-298.899 ,31109.247 ,-454.596 ,3391.281 ,-868.394 ,1167.165 ,-120.342 ,-800.228 
104.583 ,12386.745 ,352.184 ,-299.061 ,31122.187 ,-454.319 ,3393.725 ,-868.530 ,1167.570 ,-120.660 ,-800.535 
104.625 ,12391.693 ,352.403 ,-299.105 ,31135.124 ,-453.592 ,3394.149 ,-868.525 ,1168.598 ,-120.681 ,-800.372 
104.667 ,12396.546 ,352.590 ,-299.167 ,31148.182 ,-454.194 ,3396.159 ,-869.753 ,1169.455 ,-120.649 ,-800.535 
104.708 ,12401.532 ,352.788 ,-299.306 ,31161.168 ,-453.725 ,3396.636 ,-869.504 ,1169.683 ,-120.139 ,-800.491 
104.750 ,12406.496 ,352.987 ,-299.455 ,31174.216 ,-454.194 ,3397.518 ,-870.874 ,1170.185 ,-120.217 ,-800.828 
104.792 ,12411.328 ,353.190 ,-299.580 ,31187.147 ,-454.037 ,3398.448 ,-871.311 ,1170.575 ,-120.163 ,-800.822 
104.833 ,12416.303 ,353.404 ,-299.672 ,31200.125 ,-454.208 ,3399.837 ,-871.677 ,1171.221 ,-120.380 ,-801.549 
104.875 ,12421.202 ,353.616 ,-299.818 ,31213.108 ,-453.890 ,3401.373 ,-872.222 ,1170.909 ,-120.049 ,-801.747 
104.917 ,12426.112 ,353.808 ,-299.932 ,31226.093 ,-453.920 ,3403.513 ,-873.728 ,1171.150 ,-120.022 ,-802.485 
104.958 ,12431.084 ,354.017 ,-300.043 ,31239.092 ,-454.151 ,3403.537 ,-874.577 ,1172.339 ,-120.421 ,-802.721 
105.000 ,12436.002 ,354.194 ,-300.141 ,31252.086 ,-453.649 ,3404.256 ,-874.672 ,1173.904 ,-120.187 ,-802.865 
105.042 ,12440.950 ,354.397 ,-300.274 ,31265.118 ,-454.606 ,3403.963 ,-874.742 ,1175.019 ,-119.819 ,-803.497 
105.083 ,12445.876 ,354.557 ,-300.420 ,31278.114 ,-454.745 ,3405.322 ,-875.640 ,1175.228 ,-120.584 ,-804.582 
105.125 ,12450.897 ,354.774 ,-300.469 ,31291.035 ,-455.466 ,3406.763 ,-876.334 ,1175.461 ,-121.140 ,-805.963 
105.167 ,12455.780 ,354.969 ,-300.591 ,31304.064 ,-455.062 ,3407.867 ,-877.072 ,1176.546 ,-121.251 ,-805.277 
105.208 ,12460.761 ,355.173 ,-300.656 ,31317.046 ,-454.430 ,3409.180 ,-876.660 ,1177.053 ,-121.536 ,-806.492 
105.250 ,12465.679 ,355.363 ,-300.760 ,31330.062 ,-455.485 ,3409.600 ,-876.310 ,1177.471 ,-121.500 ,-807.091 
105.292 ,12470.602 ,355.558 ,-300.876 ,31343.047 ,-456.047 ,3409.798 ,-876.893 ,1178.572 ,-121.555 ,-807.924 
105.333 ,12475.577 ,355.740 ,-301.058 ,31356.052 ,-455.830 ,3410.031 ,-877.512 ,1179.595 ,-121.058 ,-809.242 
105.375 ,12480.468 ,355.927 ,-301.196 ,31369.046 ,-455.257 ,3411.472 ,-879.020 ,1179.646 ,-120.668 ,-809.647 
105.417 ,12485.395 ,356.125 ,-301.321 ,31382.023 ,-455.366 ,3414.174 ,-880.289 ,1179.364 ,-121.368 ,-810.205 
105.458 ,12490.372 ,356.334 ,-301.468 ,31395.003 ,-455.808 ,3416.097 ,-881.006 ,1179.644 ,-121.560 ,-810.363 
105.500 ,12495.328 ,356.554 ,-301.535 ,31408.043 ,-455.879 ,3417.790 ,-881.952 ,1180.241 ,-122.029 ,-811.063 
105.542 ,12500.195 ,356.760 ,-301.676 ,31421.058 ,-457.246 ,3418.484 ,-882.744 ,1180.932 ,-122.103 ,-811.182 
105.583 ,12505.170 ,356.974 ,-301.777 ,31434.055 ,-457.946 ,3420.310 ,-882.961 ,1181.073 ,-121.717 ,-811.017 
105.625 ,12510.131 ,357.191 ,-301.855 ,31447.035 ,-458.184 ,3421.769 ,-882.796 ,1181.231 ,-122.089 ,-810.881 
105.667 ,12515.101 ,357.348 ,-301.953 ,31460.031 ,-458.564 ,3422.596 ,-883.333 ,1180.742 ,-122.567 ,-810.387 
105.708 ,12520.030 ,357.549 ,-302.078 ,31473.041 ,-458.220 ,3423.462 ,-884.991 ,1181.171 ,-122.718 ,-810.227 
105.750 ,12524.953 ,357.745 ,-302.165 ,31486.041 ,-458.781 ,3424.490 ,-884.565 ,1181.958 ,-122.976 ,-810.515 
105.792 ,12529.901 ,357.943 ,-302.279 ,31499.051 ,-458.317 ,3425.597 ,-885.652 ,1182.223 ,-123.538 ,-810.859 
105.833 ,12534.852 ,358.124 ,-302.355 ,31511.982 ,-458.958 ,3426.533 ,-886.190 ,1182.834 ,-123.717 ,-811.347 
105.875 ,12539.868 ,358.314 ,-302.474 ,31525.084 ,-458.521 ,3427.970 ,-887.128 ,1182.793 ,-124.292 ,-812.001 
